GO ID	GO name	Size	Clustering index	CI quantile
GO:1901339	regulation of store-operated calcium channel activity	1	-0.99587628866	0.000190621425848
GO:0005132	type I interferon receptor binding	6	-0.982195845697	0.0004095004095
GO:0098633	collagen fibril binding	1	-0.995454545455	0.000476553564621
GO:1904027	negative regulation of collagen fibril organization	1	-0.995454545455	0.000476553564621
GO:0015874	norepinephrine transport	3	-0.98755186722	0.000529287226535
GO:0005333	norepinephrine transmembrane transporter activity	3	-0.98755186722	0.000529287226535
GO:0008188	neuropeptide receptor activity	12	-0.892617449664	0.0005382131324
GO:0004956	prostaglandin D receptor activity	2	-0.994708994709	0.000551267916207
GO:0001785	prostaglandin J receptor activity	2	-0.994708994709	0.000551267916207
GO:0014050	negative regulation of glutamate secretion	5	-0.97911227154	0.000634719136782
GO:0003837	beta-ureidopropionase activity	1	-0.995348837209	0.000762485703393
GO:0033038	bitter taste receptor activity	19	-0.896551724138	0.000768049155146
GO:0005590	collagen type VII trimer	1	-0.99512195122	0.000953107129241
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	3	-0.982857142857	0.00105857445307
GO:0042571	immunoglobulin complex, circulating	30	-0.75956284153	0.00109409190372
GO:0048241	epinephrine transport	1	-0.995073891626	0.00114372855509
GO:0086006	voltage-gated sodium channel activity involved in cardiac muscle cell action potential	5	-0.972111553785	0.00126943827356
GO:1901374	acetate ester transport	2	-0.99128540305	0.00128629180448
GO:0005277	acetylcholine transmembrane transporter activity	2	-0.99128540305	0.00128629180448
GO:0003335	corneocyte development	1	-0.994884910486	0.00133434998094
GO:1901078	negative regulation of relaxation of muscle	3	-0.982195845697	0.00141143260409
GO:0060078	regulation of postsynaptic membrane potential	45	-0.624772313297	0.00147710487445
GO:0002323	natural killer cell activation involved in immune response	8	-0.943925233645	0.00157915515199
GO:0004960	thromboxane receptor activity	1	-0.994871794872	0.00171559283263
GO:0038193	thromboxane A2 signaling pathway	1	-0.994871794872	0.00171559283263
GO:0004961	thromboxane A2 receptor activity	1	-0.994871794872	0.00171559283263
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	3	-0.980815347722	0.00176429075512
GO:0014056	regulation of acetylcholine secretion, neurotransmission	2	-0.991169977925	0.00183755972069
GO:1905144	response to acetylcholine	3	-0.979716024341	0.00211714890614
GO:0035377	transepithelial water transport	2	-0.990521327014	0.00220507166483
GO:0007196	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway	8	-0.937369519833	0.00236873272799
GO:0005344	oxygen carrier activity	12	-0.868852459016	0.0024219590958
GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization	6	-0.96015936255	0.002457002457
GO:0030718	germ-line stem cell population maintenance	3	-0.977859778598	0.00247000705716
GO:0008527	taste receptor activity	14	-0.868852459016	0.00247660979637
GO:0015747	urate transport	5	-0.968539325843	0.00253887654713
GO:0070698	type I activin receptor binding	2	-0.989821882952	0.00257258360897
GO:0052902	spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity	1	-0.99481865285	0.00257338924895
GO:0052904	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	1	-0.99481865285	0.00257338924895
GO:0008215	spermine metabolic process	1	-0.99481865285	0.00257338924895
GO:0052903	N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	1	-0.99481865285	0.00257338924895
GO:1901307	positive regulation of spermidine biosynthetic process	1	-0.99481865285	0.00257338924895
GO:0052899	N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity	1	-0.99481865285	0.00257338924895
GO:0042693	muscle cell fate commitment	4	-0.974874371859	0.00271812992661
GO:0072014	proximal tubule development	3	-0.975659229209	0.00282286520819
GO:0070173	regulation of enamel mineralization	2	-0.989010989011	0.00294009555311
GO:0097381	photoreceptor disc membrane	19	-0.774134790528	0.00307219662058
GO:0032098	regulation of appetite	8	-0.932467532468	0.00315831030399
GO:0008392	arachidonic acid epoxygenase activity	13	-0.846994535519	0.00320699708455
GO:0043185	vascular endothelial growth factor receptor 3 binding	2	-0.988764044944	0.00330760749724
GO:0035355	Toll-like receptor 2-Toll-like receptor 6 protein complex	1	-0.994750656168	0.00333587495234
GO:0034150	toll-like receptor 6 signaling pathway	1	-0.994750656168	0.00333587495234
GO:0047484	regulation of response to osmotic stress	3	-0.974358974359	0.00352858151023
GO:1903818	positive regulation of voltage-gated potassium channel activity	8	-0.913043478261	0.00355309909199
GO:0004983	neuropeptide Y receptor activity	7	-0.948387096774	0.0035739814153
GO:0045381	regulation of interleukin-18 biosynthetic process	1	-0.994301994302	0.00371711780404
GO:0045751	negative regulation of Toll signaling pathway	1	-0.994301994302	0.00371711780404
GO:0005549	odorant binding	31	-0.726775956284	0.0037513397642
GO:0005248	voltage-gated sodium channel activity	22	-0.748633879781	0.00377833753149
GO:0042596	fear response	3	-0.972899728997	0.00388143966126
GO:0070253	somatostatin secretion	1	-0.994186046512	0.00400304994281
GO:0001582	detection of chemical stimulus involved in sensory perception of sweet taste	2	-0.988505747126	0.00404263138552
GO:0033041	sweet taste receptor activity	2	-0.988505747126	0.00404263138552
GO:1903767	sweet taste receptor complex	2	-0.988505747126	0.00404263138552
GO:0001867	complement activation, lectin pathway	9	-0.879781420765	0.00415896487985
GO:0007418	ventral midline development	3	-0.972440944882	0.00423429781228
GO:0047730	carnosine synthase activity	1	-0.99416909621	0.00438429279451
GO:0035499	carnosine biosynthetic process	1	-0.99416909621	0.00438429279451
GO:0102102	homocarnosine synthase activity	1	-0.99416909621	0.00438429279451
GO:0007216	G-protein coupled glutamate receptor signaling pathway	10	-0.876138433515	0.00450676014021
GO:0006956	complement activation	73	-0.431693989071	0.00454545454545
GO:0043163	cell envelope organization	3	-0.972222222222	0.0045871559633
GO:0014052	regulation of gamma-aminobutyric acid secretion	1	-0.994117647059	0.00476553564621
GO:0060084	synaptic transmission involved in micturition	3	-0.972067039106	0.00494001411433
GO:0102798	heptaldehyde:oxygen oxidoreductase activity	1	-0.993993993994	0.00505146778498
GO:0102797	geranial:oxygen oxidoreductase activity	1	-0.993993993994	0.00505146778498
GO:0005372	water transmembrane transporter activity	5	-0.96265560166	0.00507775309426
GO:0033563	dorsal/ventral axon guidance	2	-0.988023952096	0.00514516721793
GO:0065010	extracellular membrane-bounded organelle	2	-0.988023952096	0.00514516721793
GO:0005503	all-trans retinal binding	2	-0.988023952096	0.00514516721793
GO:0016941	natriuretic peptide receptor activity	3	-0.971887550201	0.00529287226535
GO:0000155	phosphorelay sensor kinase activity	6	-0.941060903733	0.00532350532351
GO:0007468	regulation of rhodopsin gene expression	1	-0.993957703927	0.00543271063668
GO:0045872	positive regulation of rhodopsin gene expression	1	-0.993957703927	0.00543271063668
GO:0086010	membrane depolarization during action potential	26	-0.726775956284	0.00544015825915
GO:0042369	vitamin D catabolic process	3	-0.971486761711	0.00564573041637
GO:0009949	polarity specification of anterior/posterior axis	2	-0.987927565392	0.00588019110621
GO:0008066	glutamate receptor activity	12	-0.832422586521	0.0059203444564
GO:0060126	somatotropin secreting cell differentiation	4	-0.971014492754	0.00597988583854
GO:0022029	telencephalon cell migration	5	-0.95703125	0.00602983179943
GO:0020005	symbiont-containing vacuole membrane	1	-0.993630573248	0.00609988562714
GO:0030184	nitric oxide transmembrane transporter activity	1	-0.993630573248	0.00609988562714
GO:1901537	positive regulation of DNA demethylation	1	-0.993630573248	0.00609988562714
GO:0098875	epididymosome	1	-0.993630573248	0.00609988562714
GO:0085018	maintenance of symbiont-containing vacuole by host	1	-0.993630573248	0.00609988562714
GO:0086016	AV node cell action potential	3	-0.971428571429	0.00617501764291
GO:0031728	CCR3 chemokine receptor binding	3	-0.971428571429	0.00617501764291
GO:0015382	sodium:sulfate symporter activity	2	-0.987878787879	0.00624770305035
GO:0007586	digestion	50	-0.573770491803	0.00658978583196
GO:0016608	growth hormone-releasing hormone activity	2	-0.987341772152	0.00661521499449
GO:0042923	neuropeptide binding	15	-0.785063752277	0.00663449939686
GO:0050480	imidazolonepropionase activity	1	-0.993610223642	0.00667174990469
GO:0008401	retinoic acid 4-hydroxylase activity	3	-0.971291866029	0.00670430486944
GO:0003993	acid phosphatase activity	8	-0.879781420765	0.00690880378997
GO:0097104	postsynaptic membrane assembly	8	-0.879781420765	0.00690880378997
GO:0010625	positive regulation of Schwann cell proliferation	1	-0.993333333333	0.00695768204346
GO:0051580	regulation of neurotransmitter uptake	1	-0.993333333333	0.00695768204346
GO:0015812	gamma-aminobutyric acid transport	5	-0.954451345756	0.0069819105046
GO:0030103	vasopressin secretion	2	-0.987152034261	0.00698272693863
GO:0005267	potassium channel activity	78	-0.369763205829	0.00722891566265
GO:0004984	olfactory receptor activity	150	-0.482695810565	0.00728155339806
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	150	-0.482695810565	0.00728155339806
GO:0010578	regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway	1	-0.993265993266	0.00733892489516
GO:0051458	corticotropin secretion	1	-0.993265993266	0.00733892489516
GO:0030222	eosinophil differentiation	2	-0.987012987013	0.00735023888276
GO:0036457	keratohyalin granule	3	-0.970588235294	0.00741002117149
GO:0001591	dopamine neurotransmitter receptor activity, coupled via Gi/Go	2	-0.986111111111	0.0077177508269
GO:0071329	cellular response to sucrose stimulus	1	-0.993079584775	0.00772016774685
GO:0001605	adrenomedullin receptor activity	1	-0.993079584775	0.00772016774685
GO:0021979	hypothalamus cell differentiation	4	-0.969773299748	0.00774667029084
GO:0004993	G-protein coupled serotonin receptor activity	10	-0.846994535519	0.0077616424637
GO:0005166	neurotrophin p75 receptor binding	3	-0.970149253731	0.00776287932251
GO:2000252	negative regulation of feeding behavior	6	-0.932530120482	0.00778050778051
GO:0044299	C-fiber	1	-0.993006993007	0.00800609988563
GO:0050907	detection of chemical stimulus involved in sensory perception	28	-0.686703096539	0.00806451612903
GO:0004031	aldehyde oxidase activity	2	-0.985645933014	0.00808526277104
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	3	-0.970021413276	0.00811573747354
GO:0005249	voltage-gated potassium channel activity	67	-0.413479052823	0.00833333333333
GO:0098839	postsynaptic density membrane	4	-0.969026548673	0.00842620277249
GO:2000852	regulation of corticosterone secretion	2	-0.985507246377	0.00845277471518
GO:0001518	voltage-gated sodium channel complex	13	-0.810564663024	0.00845481049563
GO:0042360	vitamin E metabolic process	3	-0.96992481203	0.00846859562456
GO:0071401	cellular response to triglyceride	1	-0.992857142857	0.00848265345025
GO:0006507	GPI anchor release	1	-0.992857142857	0.00848265345025
GO:0004621	glycosylphosphatidylinositol phospholipase D activity	1	-0.992857142857	0.00848265345025
GO:1900076	regulation of cellular response to insulin stimulus	1	-0.992857142857	0.00848265345025
GO:0034363	intermediate-density lipoprotein particle	5	-0.94921875	0.00856870834656
GO:0010983	positive regulation of high-density lipoprotein particle clearance	2	-0.985257985258	0.00882028665932
GO:0032983	kainate selective glutamate receptor complex	3	-0.969849246231	0.00882145377558
GO:0007522	visceral muscle development	1	-0.992831541219	0.00895920701487
GO:0015347	sodium-independent organic anion transmembrane transporter activity	17	-0.748633879781	0.00909752547307
GO:0051935	glutamate reuptake	1	-0.992673992674	0.00914982844072
GO:0038131	neuregulin receptor activity	1	-0.992647058824	0.00934044986657
GO:0046340	diacylglycerol catabolic process	3	-0.969773299748	0.00935074100212
GO:0005261	cation channel activity	29	-0.675774134791	0.00935550935551
GO:0005223	intracellular cGMP activated cation channel activity	4	-0.967280163599	0.00951345474314
GO:0030280	structural constituent of epidermis	10	-0.84335154827	0.00951427140711
GO:2000465	regulation of glycogen (starch) synthase activity	1	-0.992537313433	0.00953107129241
GO:0003097	renal water transport	2	-0.985	0.00955531054759
GO:0071288	cellular response to mercury ion	2	-0.985	0.00955531054759
GO:0015168	glycerol transmembrane transporter activity	2	-0.985	0.00955531054759
GO:0033626	positive regulation of integrin activation by cell surface receptor linked signal transduction	1	-0.992509363296	0.00972169271826
GO:0005245	voltage-gated calcium channel activity	36	-0.617486338798	0.00972762645914
GO:0015272	ATP-activated inward rectifier potassium channel activity	5	-0.942973523422	0.00983814662012
GO:0002215	defense response to nematode	3	-0.969631236443	0.00988002822865
GO:0008048	calcium sensitive guanylate cyclase activator activity	4	-0.967105263158	0.0100570807285
GO:0019373	epoxygenase P450 pathway	17	-0.744990892532	0.0101892285298
GO:0021985	neurohypophysis development	2	-0.984905660377	0.0102903344359
GO:0005329	dopamine transmembrane transporter activity	4	-0.967010309278	0.0103288937211
GO:0032353	negative regulation of hormone biosynthetic process	1	-0.992481203008	0.0103888677087
GO:0071926	endocannabinoid signaling pathway	1	-0.992481203008	0.0103888677087
GO:0021590	cerebellum maturation	1	-0.992481203008	0.0103888677087
GO:0031335	regulation of sulfur amino acid metabolic process	1	-0.992481203008	0.0103888677087
GO:0021679	cerebellar molecular layer development	1	-0.992481203008	0.0103888677087
GO:0098921	retrograde trans-synaptic signaling by endocannabinoid	1	-0.992481203008	0.0103888677087
GO:0071657	positive regulation of granulocyte colony-stimulating factor production	3	-0.968337730871	0.0105857445307
GO:0035379	carbon dioxide transmembrane transporter activity	2	-0.984810126582	0.0108416023521
GO:0035378	carbon dioxide transmembrane transport	2	-0.984810126582	0.0108416023521
GO:0008395	steroid hydroxylase activity	20	-0.723132969035	0.0108958837772
GO:0032100	positive regulation of appetite	3	-0.967517401392	0.0109386026817
GO:0031812	P2Y1 nucleotide receptor binding	1	-0.992395437262	0.0110560426992
GO:0022849	glutamate-gated calcium ion channel activity	5	-0.940239043825	0.0111075848937
GO:0097091	synaptic vesicle clustering	4	-0.965853658537	0.0111443326991
GO:0036143	kringle domain binding	1	-0.992248062016	0.011246664125
GO:0034584	piRNA binding	4	-0.965601965602	0.0114161456918
GO:0006873	cellular ion homeostasis	5	-0.939148073022	0.0114249444621
GO:0038101	sequestering of nodal from receptor via nodal binding	1	-0.992217898833	0.0115325962638
GO:1900176	negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	1	-0.992217898833	0.0115325962638
GO:0033092	positive regulation of immature T cell proliferation in thymus	2	-0.984251968504	0.0115766262404
GO:0021521	ventral spinal cord interneuron specification	2	-0.984251968504	0.0115766262404
GO:0003823	antigen binding	120	-0.395264116576	0.0116279069767
GO:0001936	regulation of endothelial cell proliferation	3	-0.967213114754	0.0116443189838
GO:0050909	sensory perception of taste	38	-0.595628415301	0.0118577075099
GO:0030883	endogenous lipid antigen binding	5	-0.939024390244	0.0119009838147
GO:0030884	exogenous lipid antigen binding	5	-0.939024390244	0.0119009838147
GO:0045556	positive regulation of TRAIL biosynthetic process	1	-0.9921875	0.0121044605414
GO:0034360	chylomicron remnant	1	-0.9921875	0.0121044605414
GO:0031983	vesicle lumen	1	-0.9921875	0.0121044605414
GO:0034359	mature chylomicron	1	-0.9921875	0.0121044605414
GO:0015056	corticotrophin-releasing factor receptor activity	2	-0.984126984127	0.0121278941566
GO:0006855	drug transmembrane transport	22	-0.719489981785	0.012174643157
GO:0007218	neuropeptide signaling pathway	80	-0.340619307832	0.0122249388753
GO:0030662	coated vesicle membrane	1	-0.992125984252	0.012581014106
GO:0031282	regulation of guanylate cyclase activity	2	-0.98406374502	0.0126791620728
GO:0030249	guanylate cyclase regulator activity	2	-0.98406374502	0.0126791620728
GO:1902495	transmembrane transporter complex	3	-0.966903073286	0.0127028934368
GO:0052696	flavonoid glucuronidation	6	-0.904761904762	0.0128992628993
GO:0052697	xenobiotic glucuronidation	6	-0.904761904762	0.0128992628993
GO:0021799	cerebral cortex radially oriented cell migration	9	-0.84335154827	0.0129390018484
GO:0051121	hepoxilin metabolic process	1	-0.99209486166	0.0129622569577
GO:1901751	leukotriene A4 metabolic process	1	-0.99209486166	0.0129622569577
GO:2001306	lipoxin B4 biosynthetic process	1	-0.99209486166	0.0129622569577
GO:0002377	immunoglobulin production	55	-0.464480874317	0.0130434782609
GO:1902723	negative regulation of skeletal muscle satellite cell proliferation	3	-0.966101694915	0.0130557515879
GO:0016499	orexin receptor activity	2	-0.984	0.013230429989
GO:0030594	neurotransmitter receptor activity	10	-0.828779599271	0.0132699048573
GO:0017169	CDP-alcohol phosphatidyltransferase activity	1	-0.992047713718	0.0133434998094
GO:0050953	sensory perception of light stimulus	12	-0.803278688525	0.01345532831
GO:0005502	11-cis retinal binding	4	-0.963133640553	0.0135906496331
GO:1903049	negative regulation of acetylcholine-gated cation channel activity	1	-0.991967871486	0.0136294319482
GO:0004578	chitobiosyldiphosphodolichol beta-mannosyltransferase activity	1	-0.991967871486	0.0136294319482
GO:0031935	regulation of chromatin silencing	1	-0.991919191919	0.0139153640869
GO:0046483	heterocycle metabolic process	6	-0.89898989899	0.013923013923
GO:0032787	monocarboxylic acid metabolic process	3	-0.965517241379	0.0141143260409
GO:0005332	gamma-aminobutyric acid:sodium symporter activity	4	-0.962732919255	0.0141342756184
GO:1904022	positive regulation of G-protein coupled receptor internalization	2	-0.983146067416	0.0141492098493
GO:0031704	apelin receptor binding	2	-0.983146067416	0.0141492098493
GO:0097450	astrocyte end-foot	2	-0.983146067416	0.0141492098493
GO:0060183	apelin receptor signaling pathway	2	-0.983146067416	0.0141492098493
GO:0004052	arachidonate 12-lipoxygenase activity	3	-0.965174129353	0.014467184192
GO:0005833	hemoglobin complex	10	-0.825136612022	0.014521782674
GO:0002024	diet induced thermogenesis	9	-0.83970856102	0.0145563770795
GO:1902093	positive regulation of flagellated sperm motility	7	-0.890710382514	0.0146533238027
GO:2000590	negative regulation of metanephric mesenchymal cell migration	1	-0.991902834008	0.0146778497903
GO:2000534	positive regulation of renal albumin absorption	1	-0.991902834008	0.0146778497903
GO:0033034	positive regulation of myeloid cell apoptotic process	1	-0.991902834008	0.0146778497903
GO:0045923	positive regulation of fatty acid metabolic process	1	-0.991902834008	0.0146778497903
GO:0070994	detection of oxidative stress	1	-0.991902834008	0.0146778497903
GO:2000478	positive regulation of metanephric glomerular visceral epithelial cell development	1	-0.991902834008	0.0146778497903
GO:0090317	negative regulation of intracellular protein transport	1	-0.991902834008	0.0146778497903
GO:0004024	alcohol dehydrogenase activity, zinc-dependent	6	-0.897172236504	0.014742014742
GO:0098664	G-protein coupled serotonin receptor signaling pathway	8	-0.850637522769	0.0148045795499
GO:0097267	omega-hydroxylase P450 pathway	8	-0.850637522769	0.0148045795499
GO:0001602	pancreatic polypeptide receptor activity	3	-0.964735516373	0.014820042343
GO:0005111	type 2 fibroblast growth factor receptor binding	2	-0.983086680761	0.0150679897097
GO:0007635	chemosensory behavior	6	-0.894949494949	0.0151515151515
GO:0005927	muscle tendon junction	3	-0.963855421687	0.015172900494
GO:0090212	negative regulation of establishment of blood-brain barrier	2	-0.982978723404	0.0154355016538
GO:0045226	extracellular polysaccharide biosynthetic process	3	-0.963488843813	0.015525758645
GO:1990938	peptidyl-aspartic acid autophosphorylation	1	-0.991886409736	0.0156309569196
GO:0016243	regulation of autophagosome size	1	-0.991886409736	0.0156309569196
GO:1905122	polyamine import	1	-0.991886409736	0.0156309569196
GO:1901492	positive regulation of lymphangiogenesis	2	-0.982808022923	0.0158030135979
GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	3	-0.963470319635	0.015878616796
GO:0005234	extracellularly glutamate-gated ion channel activity	17	-0.730418943534	0.0160116448326
GO:0004970	ionotropic glutamate receptor activity	17	-0.730418943534	0.0160116448326
GO:0060180	female mating behavior	1	-0.991769547325	0.0160121997713
GO:0015277	kainate selective glutamate receptor activity	5	-0.92828685259	0.0160266582037
GO:2000330	positive regulation of T-helper 17 cell lineage commitment	4	-0.96	0.016036966567
GO:0061184	positive regulation of dermatome development	2	-0.982708933718	0.0161705255421
GO:0008118	N-acetyllactosaminide alpha-2,3-sialyltransferase activity	1	-0.991701244813	0.0162028211971
GO:0050746	regulation of lipoprotein metabolic process	3	-0.963190184049	0.0162314749471
GO:0015671	oxygen transport	13	-0.781420765027	0.0163265306122
GO:0046010	positive regulation of circadian sleep/wake cycle, non-REM sleep	2	-0.982404692082	0.0165380374862
GO:0016998	cell wall macromolecule catabolic process	8	-0.846994535519	0.0165811290959
GO:0003796	lysozyme activity	8	-0.846994535519	0.0165811290959
GO:0033087	negative regulation of immature T cell proliferation	1	-0.991649269311	0.0165840640488
GO:0005183	gonadotropin hormone-releasing hormone activity	1	-0.991649269311	0.0165840640488
GO:1990008	neurosecretory vesicle	1	-0.991649269311	0.0165840640488
GO:0022848	acetylcholine-gated cation-selective channel activity	16	-0.737704918033	0.0166440217391
GO:0044245	polysaccharide digestion	5	-0.926086956522	0.0168200571247
GO:1901383	negative regulation of chorionic trophoblast cell proliferation	2	-0.982300884956	0.0169055494304
GO:0009624	response to nematode	3	-0.962962962963	0.0169371912491
GO:0071351	cellular response to interleukin-18	1	-0.991596638655	0.0169653069005
GO:0010968	regulation of microtubule nucleation	1	-0.991525423729	0.0172512390393
GO:0048692	negative regulation of axon extension involved in regeneration	1	-0.991525423729	0.0172512390393
GO:0060460	left lung morphogenesis	2	-0.98224852071	0.0172730613745
GO:0017144	drug metabolic process	23	-0.686703096539	0.0175115207373
GO:0006828	manganese ion transport	10	-0.817850637523	0.0175262894342
GO:0007608	sensory perception of smell	174	-0.275045537341	0.0175438596491
GO:0036117	hyaluranon cable	2	-0.981859410431	0.0176405733186
GO:0015275	stretch-activated, cation-selective, calcium channel activity	3	-0.962577962578	0.0176429075512
GO:1904141	positive regulation of microglial cell migration	1	-0.991507430998	0.0179184140297
GO:0060611	mammary gland fat development	1	-0.991507430998	0.0179184140297
GO:0042488	positive regulation of odontogenesis of dentin-containing tooth	1	-0.991507430998	0.0179184140297
GO:0010743	regulation of macrophage derived foam cell differentiation	1	-0.991507430998	0.0179184140297
GO:1902228	positive regulation of macrophage colony-stimulating factor signaling pathway	1	-0.991507430998	0.0179184140297
GO:0030197	extracellular matrix constituent, lubricant activity	3	-0.960687960688	0.0179957657022
GO:0004939	beta-adrenergic receptor activity	2	-0.981818181818	0.0180080852628
GO:0051918	negative regulation of fibrinolysis	10	-0.814207650273	0.0182774161242
GO:0042359	vitamin D metabolic process	10	-0.814207650273	0.0182774161242
GO:0034190	apolipoprotein receptor binding	3	-0.960655737705	0.0183486238532
GO:0007354	zygotic determination of anterior/posterior axis, embryo	1	-0.991379310345	0.0184902783073
GO:0007231	osmosensory signaling pathway	2	-0.980952380952	0.018559353179
GO:0060230	lipoprotein lipase activator activity	2	-0.980952380952	0.018559353179
GO:2000212	negative regulation of glutamate metabolic process	1	-0.991266375546	0.0186808997331
GO:0034346	positive regulation of type III interferon production	1	-0.99124726477	0.018871521159
GO:0070653	high-density lipoprotein particle receptor binding	3	-0.96062992126	0.0188779110797
GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	3	-0.96062992126	0.0188779110797
